ID Cliente,Churn,gênero,idoso,Parceiro,Dependentes,Meses contrato,Serviço telefone,Linhas multiplas,Serviço Internet,Segurança Online,Backup Online,Dispositivo_Proteção,Suporte Técnico,Tv Streaming,Filmes Streaming,Contrato,Conta Papel,Método pagamento,Cobrança Mensal,Cobrança Total,Cobrança diária
0225-ZORZP,Não,Homem,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Não,Eletrônico,84.3,235.05,2.81
0228-MAUWC,Não,Homem,Não,Não,Não,19,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mês a mês,Não,Eletrônico,59.55,1144.6,1.9849999999999999
0229-LFJAF,Não,Homem,Não,Não,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Dois anos,Não,Transferência Bancária,69.65,4908.25,2.3216666666666668
0230-UBYPQ,Não,Homem,Sim,Sim,Não,63,Não,Sem serviço,DSL,Sim,Não,Não,Sim,Não,Não,Um ano,Não,Transferência Bancária,36.1,2298.9,1.2033333333333334
0230-WEQUW,Não,Homem,Não,Sim,Não,66,Não,Sem serviço,DSL,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Transferência Bancária,56.6,3789.2,1.8866666666666667
0231-LXVAP,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Eletrônico,75.9,75.9,2.5300000000000002
0233-FTHAV,Não,Mulher,Não,Não,Não,60,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Um ano,Sim,Transferência Bancária,79.2,4765.0,2.64
0234-TEVTT,Não,Mulher,Não,Sim,Sim,48,Não,Sem serviço,DSL,Sim,Não,Sim,Não,Não,Sim,Um ano,Não,Cartão de Crédito,45.0,2196.3,1.5
0235-KGSLC,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cartão de Crédito,85.55,85.55,2.8516666666666666
0236-HFWSV,Sim,Homem,Não,Não,Não,15,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,93.35,1444.65,3.1116666666666664
0237-YFUTL,Não,Mulher,Não,Sim,Não,50,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Transferência Bancária,109.65,5405.8,3.6550000000000002
0238-WHBIQ,Não,Homem,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,89.7,6339.3,2.99
0239-OXEXL,Não,Mulher,Não,Não,Não,46,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Mês a mês,Não,Correspondência,84.25,3847.6,2.808333333333333
0244-LGNFY,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,92.65,6733.0,3.0883333333333334
0247-SLUJI,Não,Homem,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.7,19.7,0.6566666666666666
0248-IPDFW,Não,Mulher,Não,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,50.1,50.1,1.6700000000000002
0248-PGHBZ,Não,Mulher,Sim,Não,Não,67,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Sim,Transferência Bancária,92.45,6140.85,3.0816666666666666
0253-ZTEOB,Não,Mulher,Não,Sim,Sim,48,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Dois anos,Não,Eletrônico,79.65,3870.3,2.6550000000000002
0254-FNMCI,Não,Mulher,Não,Não,Não,72,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Eletrônico,109.9,7624.2,3.6633333333333336
0254-KCJGT,Não,Homem,Não,Sim,Não,52,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Um ano,Sim,Cartão de Crédito,81.4,4354.45,2.7133333333333334
0254-WWRKD,Não,Mulher,Não,Sim,Sim,67,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Um ano,Não,Cartão de Crédito,50.55,3431.75,1.6849999999999998
0256-LTHVJ,Sim,Mulher,Não,Sim,Sim,28,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Eletrônico,81.05,2227.1,2.7016666666666667
0257-KXZGU,Não,Mulher,Não,Sim,Sim,32,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mês a mês,Não,Transferência Bancária,62.45,2045.55,2.0816666666666666
0257-ZESQC,Sim,Mulher,Sim,Sim,Não,27,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,75.2,1929.35,2.506666666666667
0258-NOKBL,Não,Homem,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Não,Eletrônico,90.4,268.45,3.0133333333333336
0259-GBZSH,Sim,Homem,Não,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Eletrônico,85.65,181.5,2.855
0260-ZDLGK,Sim,Mulher,Não,Não,Sim,9,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Correspondência,72.9,651.4,2.43
0263-FJTQO,Não,Homem,Não,Sim,Sim,50,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,Dois anos,Sim,Cartão de Crédito,70.5,3486.65,2.35
0264-CNITK,Não,Mulher,Não,Sim,Sim,71,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Transferência Bancária,20.1,1389.6,0.67
0265-EDXBD,Sim,Homem,Sim,Sim,Não,32,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,74.9,2303.35,2.496666666666667
0265-PSUAE,Não,Mulher,Não,Sim,Sim,16,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Transferência Bancária,100.7,1522.7,3.356666666666667
0266-CLZKZ,Não,Mulher,Não,Sim,Sim,67,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,105.65,6717.9,3.521666666666667
0266-GMEAO,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,114.3,8058.55,3.81
0268-QKIWO,Sim,Mulher,Não,Não,Não,3,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Eletrônico,19.75,58.85,0.6583333333333333
0269-XFESX,Não,Homem,Não,Sim,Sim,23,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,24.35,538.5,0.8116666666666668
0270-THENM,Não,Homem,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Dois anos,Não,Transferência Bancária,69.85,5102.35,2.328333333333333
0274-JKUJR,Não,Homem,Não,Sim,Sim,7,Não,Sem serviço,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mês a mês,Não,Correspondência,58.85,465.7,1.9616666666666667
0277-BKSQP,Não,Homem,Não,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Eletrônico,54.4,475.1,1.8133333333333332
0277-ORXQS,Não,Homem,Não,Sim,Sim,66,Não,Sem serviço,DSL,Não,Não,Não,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,50.55,3364.55,1.6849999999999998
0278-YXOOG,Sim,Homem,Não,Não,Não,5,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,21.05,113.85,0.7016666666666667
0280-XJGEX,Sim,Homem,Não,Não,Não,49,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,103.7,5036.3,3.4566666666666666
0281-CNTZX,Não,Homem,Não,Sim,Não,63,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Transferência Bancária,19.95,1234.8,0.6649999999999999
0282-NVSJS,Não,Mulher,Sim,Sim,Sim,12,Não,Sem serviço,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Correspondência,29.3,355.9,0.9766666666666667
0285-INHLN,Não,Homem,Não,Sim,Sim,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,54.75,1510.3,1.825
0289-IVARM,Não,Mulher,Não,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mês a mês,Não,Eletrônico,60.55,1982.6,2.018333333333333
0292-WEGCH,Não,Mulher,Não,Sim,Sim,54,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,86.2,4524.05,2.8733333333333335
0295-PPHDO,Sim,Homem,Não,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,95.45,95.45,3.1816666666666666
0295-QVKPB,Não,Homem,Não,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Mês a mês,Sim,Cartão de Crédito,63.95,318.1,2.131666666666667
0297-RBCSG,Não,Homem,Não,Não,Não,19,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Um ano,Sim,Transferência Bancária,65.35,1231.85,2.1783333333333332
0298-XACET,Não,Homem,Não,Sim,Sim,52,Não,Sem serviço,DSL,Não,Sim,Sim,Sim,Sim,Não,Dois anos,Não,Correspondência,50.2,2554.0,1.6733333333333333
0301-FIDRB,Não,Mulher,Não,Sim,Sim,72,Não,Sem serviço,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,63.8,4684.3,2.1266666666666665
0301-KOBTQ,Não,Homem,Não,Não,Não,32,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Transferência Bancária,20.05,614.45,0.6683333333333333
0302-JOIVN,Sim,Mulher,Não,Sim,Não,8,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Não,Eletrônico,101.15,842.9,3.371666666666667
0303-UNCIP,Não,Homem,Não,Não,Não,41,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Um ano,Não,Correspondência,65.0,2531.8,2.1666666666666665
0303-WMMRN,Não,Homem,Não,Não,Não,5,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Correspondência,19.25,86.05,0.6416666666666667
0305-SQECB,Não,Mulher,Não,Não,Sim,11,Não,Sem serviço,DSL,Sim,Não,Não,Sim,Não,Não,Um ano,Sim,Correspondência,36.05,402.6,1.2016666666666667
0306-JAELE,Sim,Homem,Não,Não,Não,5,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,96.1,453.4,3.203333333333333
0307-BCOPK,Não,Mulher,Não,Não,Não,16,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,19.05,326.65,0.635
0308-GIQJT,Não,Homem,Sim,Não,Não,71,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Um ano,Não,Transferência Bancária,105.75,7382.85,3.525
0308-IVGOK,Não,Mulher,Não,Não,Não,11,Não,Sem serviço,DSL,Não,Sim,Sim,Sim,Não,Não,Um ano,Sim,Cartão de Crédito,40.4,422.6,1.3466666666666667
0310-MVLET,Sim,Mulher,Não,Sim,Sim,61,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,99.15,6010.05,3.305
0310-SUCIN,Não,Mulher,Não,Sim,Não,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Transferência Bancária,84.8,6046.1,2.8266666666666667
0310-VQXAM,Não,Homem,Não,Não,Não,9,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.85,178.8,0.6616666666666667
0311-QYWSS,Não,Mulher,Não,Não,Não,6,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,49.45,314.6,1.6483333333333334
0311-UNPFF,Sim,Mulher,Não,Não,Não,26,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,88.8,2274.35,2.96
0314-TKOSI,Não,Mulher,Não,Não,Não,6,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mês a mês,Não,Correspondência,55.15,322.9,1.8383333333333334
0315-LVCRK,Não,Homem,Não,Não,Não,11,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Não,Eletrônico,84.8,888.75,2.8266666666666667
0318-QUUOB,Sim,Homem,Não,Sim,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Eletrônico,80.55,80.55,2.685
0318-ZOPWS,Não,Mulher,Não,Sim,Não,49,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Transferência Bancária,20.15,973.35,0.6716666666666666
0319-QZTCO,Não,Mulher,Não,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mês a mês,Sim,Cartão de Crédito,58.7,168.6,1.9566666666666668
0320-DWVTU,Não,Mulher,Não,Não,Não,53,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Não,Sim,Dois anos,Não,Correspondência,99.5,5424.25,3.316666666666667
0320-JDNQG,Sim,Homem,Não,Sim,Sim,23,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,99.85,2331.3,3.328333333333333
0322-CHQRU,Sim,Homem,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,45.35,89.5,1.5116666666666667
0322-YINQP,Sim,Homem,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Correspondência,48.55,48.55,1.6183333333333332
0323-XWWTN,Não,Homem,Não,Não,Sim,3,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Correspondência,26.4,121.25,0.88
0324-BRPCJ,Sim,Mulher,Sim,Sim,Não,68,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,100.2,6851.65,3.3400000000000003
0325-XBFAC,Sim,Homem,Não,Não,Não,8,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,94.7,740.3,3.1566666666666667
0326-VDYXE,Não,Mulher,Não,Sim,Não,70,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Um ano,Sim,Eletrônico,97.65,6982.5,3.2550000000000003
0327-WFZSY,Não,Homem,Não,Sim,Sim,39,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Um ano,Não,Eletrônico,100.0,3835.55,3.3333333333333335
0328-GRPMV,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,70.1,70.1,2.3366666666666664
0329-GTIAJ,Sim,Mulher,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,97.9,315.3,3.2633333333333336
0330-BGYZE,Não,Homem,Não,Sim,Não,60,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Não,Transferência Bancária,102.5,6157.6,3.4166666666666665
0330-IVZHA,Sim,Mulher,Não,Sim,Não,5,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,69.95,330.15,2.3316666666666666
0334-GDDSO,Sim,Homem,Sim,Não,Não,3,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,81.35,233.7,2.7116666666666664
0334-ZFJSR,Não,Mulher,Não,Sim,Não,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Um ano,Sim,Cartão de Crédito,66.05,3462.1,2.2016666666666667
0336-KXKFK,Não,Homem,Não,Não,Não,72,Não,Sem serviço,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,61.2,4390.25,2.04
0336-PIKEI,Não,Homem,Sim,Sim,Não,72,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Não,Transferência Bancária,74.4,5360.75,2.48
0337-CNPZE,Sim,Mulher,Não,Não,Não,41,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,106.3,4443.45,3.5433333333333334
0343-QLUZP,Não,Homem,Não,Não,Não,60,Não,Sem serviço,DSL,Sim,Sim,Sim,Não,Não,Não,Dois anos,Não,Transferência Bancária,39.6,2424.5,1.32
0345-HKJVM,Sim,Mulher,Não,Não,Não,6,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Eletrônico,89.3,577.6,2.9766666666666666
0345-XMMUG,Não,Mulher,Não,Sim,Não,46,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,108.9,4854.3,3.6300000000000003
0347-UBKUZ,Não,Mulher,Não,Não,Não,15,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.9,320.45,0.6633333333333333
0348-SDKOL,Sim,Mulher,Não,Sim,Não,58,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Cartão de Crédito,102.1,5885.4,3.4033333333333333
0354-VXMJC,Não,Homem,Não,Sim,Sim,23,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,19.6,426.65,0.6533333333333334
0354-WYROK,Sim,Mulher,Sim,Sim,Sim,31,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,98.9,2911.3,3.296666666666667
0356-ERHVT,Não,Homem,Não,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,45.9,521.9,1.53
0356-OBMAC,Não,Mulher,Sim,Não,Não,56,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Transferência Bancária,99.9,5706.3,3.33
0357-NVCRI,Não,Mulher,Não,Não,Sim,25,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Cartão de Crédito,20.05,471.7,0.6683333333333333
0361-HJRDX,Não,Mulher,Não,Não,Não,68,Não,Sem serviço,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,64.35,4539.6,2.145
0362-RAOQO,Não,Mulher,Não,Não,Não,40,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,19.65,830.25,0.6549999999999999
0362-ZBZWJ,Sim,Homem,Não,Não,Não,36,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Eletrônico,84.9,3067.2,2.83
0363-QJVFX,Sim,Homem,Não,Não,Não,32,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Cartão de Crédito,108.15,3432.9,3.605
0363-SVHYR,Não,Homem,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,86.85,6263.8,2.895
0365-BZUWY,Não,Homem,Não,Sim,Não,17,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,102.55,1742.5,3.4183333333333334
0365-GXEZS,Não,Homem,Não,Sim,Não,18,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Mês a mês,Não,Eletrônico,78.2,1468.75,2.606666666666667
0365-TRTPY,Não,Mulher,Não,Não,Não,37,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Mês a mês,Não,Transferência Bancária,91.2,3382.3,3.04
0366-NQSHS,Não,Homem,Não,Não,Não,2,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.35,46.35,0.645
0369-ZGOVK,Não,Mulher,Não,Sim,Sim,28,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Um ano,Sim,Transferência Bancária,70.4,1992.2,2.3466666666666667
0373-AIVNJ,Não,Homem,Não,Não,Não,9,Não,Sem serviço,DSL,Sim,Sim,Sim,Não,Não,Não,Um ano,Não,Correspondência,39.55,373.0,1.3183333333333331
0374-AACSZ,Não,Mulher,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,50.15,50.15,1.6716666666666666
0374-FIUCA,Não,Homem,Não,Sim,Não,65,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Cartão de Crédito,20.4,1414.45,0.6799999999999999
0374-IOEGQ,Não,Mulher,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,44.6,122.7,1.4866666666666668
0375-HVGXO,Sim,Mulher,Não,Não,Não,1,Não,Sem serviço,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Eletrônico,34.7,34.7,1.1566666666666667
0376-OIWME,Não,Homem,Não,Sim,Não,36,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,93.6,3366.05,3.1199999999999997
0376-YMCJC,Sim,Homem,Não,Não,Não,23,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Eletrônico,90.6,1943.2,3.02
0377-JBKKT,Não,Homem,Não,Sim,Sim,22,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Correspondência,57.95,1271.8,1.9316666666666669
0378-CJKPV,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,112.1,7965.95,3.7366666666666664
0378-NHQXU,Sim,Mulher,Não,Sim,Sim,17,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mês a mês,Não,Eletrônico,88.25,1460.65,2.941666666666667
0378-TOVMS,Sim,Mulher,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mês a mês,Não,Eletrônico,85.8,272.2,2.86
0378-XSZPU,Sim,Homem,Não,Sim,Não,58,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Um ano,Não,Cartão de Crédito,60.3,3563.8,2.01
0379-DJQHR,Não,Homem,Não,Sim,Sim,67,Sim,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Não,Cartão de Crédito,81.35,5398.6,2.7116666666666664
0380-NEAVX,Não,Homem,Sim,Não,Não,34,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Sim,Eletrônico,99.85,3343.15,3.328333333333333
0380-ZCSBI,Não,Homem,Não,Não,Não,10,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Cartão de Crédito,20.0,198.7,0.6666666666666666
0383-CLDDA,Não,Mulher,Não,Não,Não,69,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,85.35,5897.4,2.8449999999999998
0384-LPITE,Não,Homem,Não,Não,Não,40,Não,Sem serviço,DSL,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Não,Cartão de Crédito,62.05,2511.55,2.0683333333333334
0384-RVBPI,Não,Homem,Não,Não,Não,20,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mês a mês,Não,Cartão de Crédito,64.4,1398.6,2.146666666666667
0386-CWRGM,Não,Mulher,Não,Sim,Sim,46,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,19.4,967.85,0.6466666666666666
0388-EOPEX,Sim,Mulher,Não,Sim,Não,2,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,74.4,139.4,2.48
0390-DCFDQ,Sim,Mulher,Sim,Sim,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Correspondência,70.45,70.45,2.3483333333333336
0392-BZIUW,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Dois anos,Sim,Cartão de Crédito,105.0,7589.8,3.5
0394-YONDK,Não,Homem,Não,Sim,Sim,70,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,25.15,1790.15,0.8383333333333333
0396-HUJBP,Não,Mulher,Não,Não,Não,2,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.3,44.4,0.6433333333333333
0396-UKGAI,Não,Homem,Não,Não,Sim,23,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Transferência Bancária,55.3,1284.2,1.8433333333333333
0396-YCHWO,Não,Homem,Não,Sim,Não,36,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,95.4,3474.2,3.18
0397-GZBBC,Sim,Homem,Sim,Sim,Não,59,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,93.85,5574.75,3.128333333333333
0397-ZXWQF,Não,Homem,Não,Não,Não,67,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Transferência Bancária,20.5,1430.95,0.6833333333333333
0401-WDBXM,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Dois anos,Sim,Transferência Bancária,105.55,7542.25,3.518333333333333
